method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,brier,ece_15,accuracy,precision,recall,tp,fp,tn,fn,n,client_id,seed
fedavg_plain,multimodal,none,0.9986710492509149,0.9987133696649186,0.006042296072507553,0.037337088900921765,0.09034161130256876,0.9538690476190477,0.9166666666666666,1.0,341,31,300,0,672,0,31
fedavg_plain,multimodal,none,0.9960052025269417,0.9960554477343809,0.01201923076923077,0.02753142668099432,0.05396168828214329,0.9734939759036144,0.9644549763033176,0.9830917874396136,407,15,401,7,830,1,31
fedavg_plain,multimodal,none,0.9979542702868196,0.9980743299990896,0.011049723756906077,0.024430748170234367,0.0602626216012351,0.9789196310935442,0.9774436090225563,0.982367758186398,390,9,353,7,759,2,31
fedavg_plain,multimodal,none,0.998197766743125,0.9983292804604833,0.004889975550122249,0.042755038355356115,0.10114016825026009,0.9422835633626098,0.8976744186046511,0.9948453608247423,386,44,365,2,797,3,31
fedavg_plain,multimodal,none,0.9548954895489549,0.9753111200321157,0.7920792079207921,0.04885063331359489,0.0843454540733234,0.9521531100478469,0.9622641509433962,0.9444444444444444,102,4,97,6,209,4,31
fedavg_plain,multimodal,none,0.9927797127538841,0.9937205127288179,0.015810276679841896,0.034624700868567795,0.056440721227121377,0.960435212660732,0.9445506692160612,0.9782178217821782,494,29,477,11,1011,5,31
fedavg_plain,multimodal,none,0.9945286577882823,0.9943195344851171,0.013363028953229399,0.03993251156596503,0.07626639462855563,0.9488703923900119,0.9125295508274232,0.9846938775510204,386,37,412,6,841,6,31
fedavg_plain,multimodal,none,0.9936284372904092,0.9940218878501115,0.04225352112676056,0.05836894224129819,0.10282404577735793,0.9307604994324631,0.8817829457364341,1.0,455,61,365,0,881,7,31
fedprox_plain,multimodal,none,0.9986887685942359,0.9987325995096377,0.006042296072507553,0.037369949882278056,0.09046480158320572,0.9538690476190477,0.9166666666666666,1.0,341,31,300,0,672,0,31
fedprox_plain,multimodal,none,0.9959877833519137,0.9960350363909926,0.01201923076923077,0.02754522471284865,0.05402324682864984,0.9734939759036144,0.9644549763033176,0.9830917874396136,407,15,401,7,830,1,31
fedprox_plain,multimodal,none,0.9979821033441418,0.9980997059656164,0.011049723756906077,0.02444897871040576,0.06188312479345605,0.9789196310935442,0.9774436090225563,0.982367758186398,390,9,353,7,759,2,31
fedprox_plain,multimodal,none,0.998197766743125,0.9983292804604833,0.004889975550122249,0.04279570292616905,0.10125996983750518,0.9422835633626098,0.8976744186046511,0.9948453608247423,386,44,365,2,797,3,31
fedprox_plain,multimodal,none,0.9548954895489549,0.9753111200321157,0.7920792079207921,0.04886570750110765,0.08442639026466703,0.9521531100478469,0.9622641509433962,0.9444444444444444,102,4,97,6,209,4,31
fedprox_plain,multimodal,none,0.9927797127538842,0.9937205127288179,0.015810276679841896,0.034647850534035296,0.05651154646699966,0.960435212660732,0.9445506692160612,0.9782178217821782,494,29,477,11,1011,5,31
fedprox_plain,multimodal,none,0.9945229762283532,0.9943154284171699,0.013363028953229399,0.03995974186456785,0.07716276529424165,0.9488703923900119,0.9125295508274232,0.9846938775510204,386,37,412,6,841,6,31
fedprox_plain,multimodal,none,0.9936387556105866,0.9940295321749648,0.04225352112676056,0.05841189385011135,0.10295854440961592,0.9284903518728718,0.8783783783783784,1.0,455,63,363,0,881,7,31
fedavg_secureagg_sim,multimodal,none,0.9986710492509149,0.9987133696649186,0.006042296072507553,0.03733708890092143,0.09034161130256783,0.9538690476190477,0.9166666666666666,1.0,341,31,300,0,672,0,31
fedavg_secureagg_sim,multimodal,none,0.9960052025269417,0.9960554477343809,0.01201923076923077,0.02753142668099416,0.05396168828214278,0.9734939759036144,0.9644549763033176,0.9830917874396136,407,15,401,7,830,1,31
fedavg_secureagg_sim,multimodal,none,0.9979542702868196,0.9980743299990896,0.011049723756906077,0.024430748170234204,0.060262621601234224,0.9789196310935442,0.9774436090225563,0.982367758186398,390,9,353,7,759,2,31
fedavg_secureagg_sim,multimodal,none,0.998197766743125,0.9983292804604833,0.004889975550122249,0.04275503835535587,0.1011401682502591,0.9422835633626098,0.8976744186046511,0.9948453608247423,386,44,365,2,797,3,31
fedavg_secureagg_sim,multimodal,none,0.9548954895489549,0.9753111200321157,0.7920792079207921,0.04885063331359465,0.08434545407332293,0.9521531100478469,0.9622641509433962,0.9444444444444444,102,4,97,6,209,4,31
fedavg_secureagg_sim,multimodal,none,0.9927797127538841,0.9937205127288179,0.015810276679841896,0.03462470086856763,0.056440721227120655,0.960435212660732,0.9445506692160612,0.9782178217821782,494,29,477,11,1011,5,31
fedavg_secureagg_sim,multimodal,none,0.9945286577882823,0.9943195344851171,0.013363028953229399,0.03993251156596478,0.07626639462855458,0.9488703923900119,0.9125295508274232,0.9846938775510204,386,37,412,6,841,6,31
fedavg_secureagg_sim,multimodal,none,0.9936284372904092,0.9940218878501115,0.04225352112676056,0.05836894224129781,0.10282404577735682,0.9307604994324631,0.8817829457364341,1.0,455,61,365,0,881,7,31
fedavg_quantized_transport_proxy,multimodal,none,0.9986710492509149,0.9987133696649186,0.006042296072507553,0.03733708895852764,0.09034161238373424,0.9538690476190477,0.9166666666666666,1.0,341,31,300,0,672,0,31
