mode,encryption_time_sec,aggregation_time_sec,plain_bytes,protected_bytes,ciphertext_expansion,protocol_scope,active_clients,dropped_clients,max_abs_error_vs_plain,round,method,privacy_mode,mean_client_loss,dropout_rate_requested,seed
secureagg_sim,0.00045649999810848385,1.049999991664663e-05,1344,2688,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,8,0,3.4685795902156258e-15,28,fedavg,secureagg_sim,0.13694237966660516,0.0,31
secureagg_sim,0.00039110000216169283,8.500006515532732e-06,1344,2688,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,8,0,2.040034807748725e-15,29,fedavg,secureagg_sim,0.13587041495415897,0.0,31
secureagg_sim,0.00047899999481160194,1.2500000593718141e-05,1344,2688,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,8,0,2.039384286445234e-15,30,fedavg,secureagg_sim,0.134853699479894,0.0,31
quantized_transport_proxy,0.00010149999434361234,2.8500006010290235e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,1,fedavg,quantized_transport_proxy,0.3234046186488072,0.0,31
quantized_transport_proxy,8.160000288626179e-05,2.6299996534362435e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,2,fedavg,quantized_transport_proxy,0.26436273480886674,0.0,31
quantized_transport_proxy,8.099999831756577e-05,2.4599998141638935e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,3,fedavg,quantized_transport_proxy,0.2370749564332806,0.0,31
quantized_transport_proxy,8.05000017862767e-05,2.3699998564552516e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,4,fedavg,quantized_transport_proxy,0.2203880044272725,0.0,31
quantized_transport_proxy,7.970000297063962e-05,2.4299995857290924e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,5,fedavg,quantized_transport_proxy,0.2086013019443258,0.0,31
quantized_transport_proxy,9.239999781129882e-05,3.139999898849055e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,6,fedavg,quantized_transport_proxy,0.19954148163320484,0.0,31
quantized_transport_proxy,8.710000111022964e-05,2.769999991869554e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,7,fedavg,quantized_transport_proxy,0.19219697436555777,0.0,31
quantized_transport_proxy,9.119999594986439e-05,2.769999991869554e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,8,fedavg,quantized_transport_proxy,0.18602930807311127,0.0,31
quantized_transport_proxy,8.800000068731606e-05,4.959999932907522e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,9,fedavg,quantized_transport_proxy,0.1807221675256266,0.0,31
quantized_transport_proxy,8.019999950192869e-05,2.390000008745119e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,10,fedavg,quantized_transport_proxy,0.1760750435794726,0.0,31
quantized_transport_proxy,8.009999874047935e-05,2.4000000848900527e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,11,fedavg,quantized_transport_proxy,0.1719527498730919,0.0,31
quantized_transport_proxy,0.0002116999967256561,3.440000000409782e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,12,fedavg,quantized_transport_proxy,0.16825952732162938,0.0,31
quantized_transport_proxy,9.169999975711107e-05,2.750000567175448e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,13,fedavg,quantized_transport_proxy,0.16492469813509558,0.0,31
quantized_transport_proxy,8.170000364771113e-05,2.600000152597204e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,14,fedavg,quantized_transport_proxy,0.16189422353669028,0.0,31
quantized_transport_proxy,0.00010789999942062423,2.7000001864507794e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,15,fedavg,quantized_transport_proxy,0.1591257190475629,0.0,31
quantized_transport_proxy,0.00011169999925186858,2.769999991869554e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,16,fedavg,quantized_transport_proxy,0.1565850847442859,0.0,31
quantized_transport_proxy,0.00010990000009769574,3.170000127283856e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,17,fedavg,quantized_transport_proxy,0.1542443711539236,0.0,31
quantized_transport_proxy,8.670000534038991e-05,2.630000381032005e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,18,fedavg,quantized_transport_proxy,0.15208034086951694,0.0,31
quantized_transport_proxy,8.459999662591144e-05,2.6400004571769387e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,19,fedavg,quantized_transport_proxy,0.1500734203469768,0.0,31
quantized_transport_proxy,7.919999916339293e-05,2.370000584051013e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,20,fedavg,quantized_transport_proxy,0.14820690524717292,0.0,31
quantized_transport_proxy,7.689999620197341e-05,2.2599997464567423e-05,1344,21504,16.0,quantized transport accounting proxy; not homomorphic encryption,8,0,0.0,21,fedavg,quantized_transport_proxy,0.14646647401171237,0.0,31
