method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,accuracy,precision,recall,tp,fp,tn,fn,n,scenario,seed
random,multimodal,none,0.5,0.5185185185185185,1.0,0.5185185185185185,0.5185185185185185,1.0,182,169,0,0,351,audio_noise,31
random,multimodal,none,0.5,0.524547803617571,1.0,0.524547803617571,0.524547803617571,1.0,203,184,0,0,387,audio_replaced,31
random,multimodal,none,0.5,0.5207373271889401,1.0,0.5207373271889401,0.5207373271889401,1.0,226,208,0,0,434,cam_recording,31
random,multimodal,none,0.5,0.631768953068592,1.0,0.631768953068592,0.631768953068592,1.0,350,204,0,0,554,clean_copy,31
random,multimodal,none,0.5,0.588477366255144,1.0,0.588477366255144,0.588477366255144,1.0,286,200,0,0,486,crop_overlay,31
random,multimodal,none,,,,0.0,0.0,0.0,0,748,0,0,748,hard_negative_same_topic,31
random,multimodal,none,0.5,0.6225045372050817,1.0,0.6225045372050817,0.6225045372050817,1.0,343,208,0,0,551,partial_segment,31
random,multimodal,none,0.5,0.5694444444444444,1.0,0.5694444444444444,0.5694444444444444,1.0,246,186,0,0,432,pitch_shift,31
random,multimodal,none,0.5,0.6136363636363636,1.0,0.6136363636363636,0.6136363636363636,1.0,324,204,0,0,528,reencode,31
random,multimodal,none,0.5,0.6767485822306238,1.0,0.6767485822306238,0.6767485822306238,1.0,358,171,0,0,529,speed_change,31
video_similarity,multimodal,none,1.0,0.9999999999999999,0.0,0.8603988603988604,0.7878787878787878,1.0,182,49,120,0,351,audio_noise,31
video_similarity,multimodal,none,0.8391250803169843,0.8366752762800489,0.5217391304347826,0.7467700258397932,0.7312775330396476,0.8177339901477833,166,61,123,37,387,audio_replaced,31
video_similarity,multimodal,none,0.6009402654867256,0.6247132413007672,0.8798076923076923,0.5506912442396313,0.6026490066225165,0.4026548672566372,91,60,148,135,434,cam_recording,31
video_similarity,multimodal,none,0.9977450980392156,0.9987090417218754,0.004901960784313725,0.8880866425992779,0.8495145631067961,1.0,350,62,142,0,554,clean_copy,31
video_similarity,multimodal,none,0.6594230769230769,0.7083635281187828,0.79,0.5781893004115226,0.6956521739130435,0.5034965034965035,144,63,137,142,486,crop_overlay,31
video_similarity,multimodal,none,,,,0.18449197860962566,0.0,0.0,0,610,138,0,748,hard_negative_same_topic,31
video_similarity,multimodal,none,0.5740777080062794,0.687381195432005,0.9038461538461539,0.5208711433756806,0.6820276497695853,0.4314868804664723,148,69,139,195,551,partial_segment,31
video_similarity,multimodal,none,0.9999562898854795,0.9999672174141098,0.0,0.8773148148148148,0.822742474916388,1.0,246,53,133,0,432,pitch_shift,31
video_similarity,multimodal,none,0.8125,0.850763357619739,0.6323529411764706,0.7575757575757576,0.80625,0.7962962962962963,258,62,142,66,528,reencode,31
video_similarity,multimodal,none,0.7263876637590251,0.8487089328395561,0.847953216374269,0.6483931947069943,0.8233082706766918,0.611731843575419,219,47,124,139,529,speed_change,31
audio_similarity,multimodal,none,0.6344040574809805,0.6551509281813953,0.8816568047337278,0.5811965811965812,0.6548672566371682,0.4065934065934066,74,39,130,108,351,audio_noise,31
audio_similarity,multimodal,none,0.3617744699079032,0.4380190449105189,0.9836956521739131,0.4108527131782946,0.29508196721311475,0.08866995073891626,18,43,141,185,387,audio_replaced,31
audio_similarity,multimodal,none,0.7628488767869299,0.795557501601515,0.7980769230769231,0.6751152073732719,0.7297297297297297,0.5973451327433629,135,50,158,91,434,cam_recording,31
audio_similarity,multimodal,none,0.9916806722689075,0.9948395083108709,0.03431372549019608,0.9043321299638989,0.8703241895261845,0.9971428571428571,349,52,152,1,554,clean_copy,31
audio_similarity,multimodal,none,1.0,0.9999999999999999,0.0,0.911522633744856,0.8693009118541033,1.0,286,43,157,0,486,crop_overlay,31
audio_similarity,multimodal,none,,,,0.2620320855614973,0.0,0.0,0,552,196,0,748,hard_negative_same_topic,31
audio_similarity,multimodal,none,0.5890334155640278,0.7190059632071282,0.9134615384615384,0.5226860254083484,0.7222222222222222,0.37900874635568516,130,50,158,213,551,partial_segment,31
audio_similarity,multimodal,none,0.6187166710376781,0.6779880797488258,0.8655913978494624,0.5578703703703703,0.6950354609929078,0.3983739837398374,98,43,143,148,432,pitch_shift,31
audio_similarity,multimodal,none,0.9999697409828129,0.9999810649094902,0.0,0.9015151515151515,0.8617021276595744,1.0,324,52,152,0,528,reencode,31
audio_similarity,multimodal,none,0.7025057989480218,0.8115893169945692,0.7485380116959064,0.5803402646502835,0.8008849557522124,0.505586592178771,181,45,126,177,529,speed_change,31
early_fusion_similarity,multimodal,none,0.9971714675856688,0.9974013371187419,0.011834319526627219,0.8774928774928775,0.8088888888888889,1.0,182,43,126,0,351,audio_noise,31
early_fusion_similarity,multimodal,none,0.6452131077318484,0.6364295849399256,0.8260869565217391,0.5839793281653747,0.6590909090909091,0.42857142857142855,87,45,139,116,387,audio_replaced,31
early_fusion_similarity,multimodal,none,0.753467494894486,0.7786955572412944,0.7403846153846154,0.652073732718894,0.7094972067039106,0.5619469026548672,127,52,156,99,434,cam_recording,31
early_fusion_similarity,multimodal,none,0.9998879551820729,0.9999351984496266,0.0,0.9007220216606499,0.8641975308641975,1.0,350,55,149,0,554,clean_copy,31
early_fusion_similarity,multimodal,none,0.9989685314685315,0.9992541328932765,0.005,0.9032921810699589,0.8588588588588588,1.0,286,47,153,0,486,crop_overlay,31
early_fusion_similarity,multimodal,none,,,,0.11497326203208556,0.0,0.0,0,662,86,0,748,hard_negative_same_topic,31
early_fusion_similarity,multimodal,none,0.6114039022202287,0.7224849161053215,0.8990384615384616,0.5517241379310345,0.7376237623762376,0.43440233236151604,149,53,155,194,551,partial_segment,31
early_fusion_similarity,multimodal,none,0.9943613952268555,0.9954618826740799,0.021505376344086023,0.9143518518518519,0.8692579505300353,1.0,246,37,149,0,432,pitch_shift,31
early_fusion_similarity,multimodal,none,0.9988198983297022,0.9992546996043588,0.004901960784313725,0.9090909090909091,0.8709677419354839,1.0,324,48,156,0,528,reencode,31
early_fusion_similarity,multimodal,none,0.8025744062203927,0.8922155801672543,0.672514619883041,0.6937618147448015,0.8769230769230769,0.6368715083798883,228,32,139,130,529,speed_change,31
fedavg_plain,multimodal,none,1.0,0.9999999999999999,0.0,1.0,1.0,1.0,182,0,169,0,351,audio_noise,31
fedavg_plain,multimodal,none,0.9915131719854359,0.9904691462209073,0.03260869565217391,0.9638242894056848,0.9609756097560975,0.9704433497536946,197,8,176,6,387,audio_replaced,31
fedavg_plain,multimodal,none,0.9796417631041524,0.9825740502251076,0.08653846153846154,0.9216589861751152,0.9033613445378151,0.9513274336283186,215,23,185,11,434,cam_recording,31
fedavg_plain,multimodal,none,1.0,1.0,0.0,1.0,1.0,1.0,350,0,204,0,554,clean_copy,31
fedavg_plain,multimodal,none,1.0,0.9999999999999999,0.0,0.9897119341563786,0.9828178694158075,1.0,286,5,195,0,486,crop_overlay,31
fedavg_plain,multimodal,none,,,,0.9919786096256684,0.0,0.0,0,6,742,0,748,hard_negative_same_topic,31
fedavg_plain,multimodal,none,0.9484469612020633,0.9584550673799194,0.19230769230769232,0.8929219600725953,0.8817204301075269,0.956268221574344,328,44,164,15,551,partial_segment,31
fedavg_plain,multimodal,none,1.0,1.0,0.0,0.9976851851851852,0.9959514170040485,1.0,246,1,185,0,432,pitch_shift,31
fedavg_plain,multimodal,none,0.9998789639312515,0.9999239086251557,0.0,0.9886363636363636,0.9818181818181818,1.0,324,6,198,0,528,reencode,31
fedavg_plain,multimodal,none,0.9762324806429481,0.9867702860736965,0.08187134502923976,0.947069943289225,0.9508196721311475,0.9720670391061452,348,18,153,10,529,speed_change,31
fedprox_plain,multimodal,none,1.0,0.9999999999999999,0.0,1.0,1.0,1.0,182,0,169,0,351,audio_noise,31
fedprox_plain,multimodal,none,0.9915131719854359,0.9904691462209073,0.03260869565217391,0.9638242894056848,0.9609756097560975,0.9704433497536946,197,8,176,6,387,audio_replaced,31
fedprox_plain,multimodal,none,0.9796204901293397,0.982555370090153,0.08653846153846154,0.9216589861751152,0.9033613445378151,0.9513274336283186,215,23,185,11,434,cam_recording,31
fedprox_plain,multimodal,none,1.0,1.0,0.0,1.0,1.0,1.0,350,0,204,0,554,clean_copy,31
fedprox_plain,multimodal,none,1.0,0.9999999999999999,0.0,0.9897119341563786,0.9828178694158075,1.0,286,5,195,0,486,crop_overlay,31
fedprox_plain,multimodal,none,,,,0.9919786096256684,0.0,0.0,0,6,742,0,748,hard_negative_same_topic,31
fedprox_plain,multimodal,none,0.948376878223817,0.9584451855604774,0.19230769230769232,0.8929219600725953,0.8817204301075269,0.956268221574344,328,44,164,15,551,partial_segment,31
fedprox_plain,multimodal,none,1.0,1.0,0.0,0.9976851851851852,0.9959514170040485,1.0,246,1,185,0,432,pitch_shift,31
fedprox_plain,multimodal,none,0.9998789639312515,0.9999239086251557,0.0,0.9886363636363636,0.9818181818181818,1.0,324,6,198,0,528,reencode,31
fedprox_plain,multimodal,none,0.9761998105132477,0.9867553536016255,0.08187134502923976,0.947069943289225,0.9508196721311475,0.9720670391061452,348,18,153,10,529,speed_change,31
fedavg_secureagg,multimodal,none,1.0,0.9999999999999999,0.0,1.0,1.0,1.0,182,0,169,0,351,audio_noise,31
fedavg_secureagg,multimodal,none,0.9915131719854359,0.9904691462209073,0.03260869565217391,0.9638242894056848,0.9609756097560975,0.9704433497536946,197,8,176,6,387,audio_replaced,31
fedavg_secureagg,multimodal,none,0.9796417631041524,0.9825740502251076,0.08653846153846154,0.9216589861751152,0.9033613445378151,0.9513274336283186,215,23,185,11,434,cam_recording,31
fedavg_secureagg,multimodal,none,1.0,1.0,0.0,1.0,1.0,1.0,350,0,204,0,554,clean_copy,31
fedavg_secureagg,multimodal,none,1.0,0.9999999999999999,0.0,0.9897119341563786,0.9828178694158075,1.0,286,5,195,0,486,crop_overlay,31
fedavg_secureagg,multimodal,none,,,,0.9919786096256684,0.0,0.0,0,6,742,0,748,hard_negative_same_topic,31
fedavg_secureagg,multimodal,none,0.9484469612020633,0.9584550673799194,0.19230769230769232,0.8929219600725953,0.8817204301075269,0.956268221574344,328,44,164,15,551,partial_segment,31
fedavg_secureagg,multimodal,none,1.0,1.0,0.0,0.9976851851851852,0.9959514170040485,1.0,246,1,185,0,432,pitch_shift,31
fedavg_secureagg,multimodal,none,0.9998789639312515,0.9999239086251557,0.0,0.9886363636363636,0.9818181818181818,1.0,324,6,198,0,528,reencode,31
fedavg_secureagg,multimodal,none,0.9762324806429481,0.9867702860736965,0.08187134502923976,0.947069943289225,0.9508196721311475,0.9720670391061452,348,18,153,10,529,speed_change,31
fedavg_heagg,multimodal,none,1.0,0.9999999999999999,0.0,1.0,1.0,1.0,182,0,169,0,351,audio_noise,31
fedavg_heagg,multimodal,none,0.9915131719854359,0.9904691462209073,0.03260869565217391,0.9638242894056848,0.9609756097560975,0.9704433497536946,197,8,176,6,387,audio_replaced,31
fedavg_heagg,multimodal,none,0.9796417631041524,0.9825740502251076,0.08653846153846154,0.9216589861751152,0.9033613445378151,0.9513274336283186,215,23,185,11,434,cam_recording,31
fedavg_heagg,multimodal,none,1.0,1.0,0.0,1.0,1.0,1.0,350,0,204,0,554,clean_copy,31
fedavg_heagg,multimodal,none,1.0,0.9999999999999999,0.0,0.9897119341563786,0.9828178694158075,1.0,286,5,195,0,486,crop_overlay,31
fedavg_heagg,multimodal,none,,,,0.9919786096256684,0.0,0.0,0,6,742,0,748,hard_negative_same_topic,31
fedavg_heagg,multimodal,none,0.9484469612020633,0.9584550673799194,0.19230769230769232,0.8929219600725953,0.8817204301075269,0.956268221574344,328,44,164,15,551,partial_segment,31
fedavg_heagg,multimodal,none,1.0,1.0,0.0,0.9976851851851852,0.9959514170040485,1.0,246,1,185,0,432,pitch_shift,31
fedavg_heagg,multimodal,none,0.9998789639312515,0.9999239086251557,0.0,0.9886363636363636,0.9818181818181818,1.0,324,6,198,0,528,reencode,31
fedavg_heagg,multimodal,none,0.9762324806429481,0.9867702860736965,0.08187134502923976,0.947069943289225,0.9508196721311475,0.9720670391061452,348,18,153,10,529,speed_change,31
random,multimodal,none,0.5,0.5683760683760684,1.0,0.5683760683760684,0.5683760683760684,1.0,266,202,0,0,468,audio_noise,37
random,multimodal,none,0.5,0.5062344139650873,1.0,0.5062344139650873,0.5062344139650873,1.0,203,198,0,0,401,audio_replaced,37
random,multimodal,none,0.5,0.6221374045801527,1.0,0.6221374045801527,0.6221374045801527,1.0,326,198,0,0,524,cam_recording,37
random,multimodal,none,0.5,0.5963302752293578,1.0,0.5963302752293578,0.5963302752293578,1.0,325,220,0,0,545,clean_copy,37
random,multimodal,none,0.5,0.6012269938650306,1.0,0.6012269938650306,0.6012269938650306,1.0,294,195,0,0,489,crop_overlay,37
random,multimodal,none,,,,0.0,0.0,0.0,0,710,0,0,710,hard_negative_same_topic,37
random,multimodal,none,0.5,0.6481113320079522,1.0,0.6481113320079522,0.6481113320079522,1.0,326,177,0,0,503,partial_segment,37
random,multimodal,none,0.5,0.4793814432989691,1.0,0.4793814432989691,0.4793814432989691,1.0,186,202,0,0,388,pitch_shift,37
random,multimodal,none,0.5,0.6435452793834296,1.0,0.6435452793834296,0.6435452793834296,1.0,334,185,0,0,519,reencode,37
random,multimodal,none,0.5,0.5938189845474614,1.0,0.5938189845474614,0.5938189845474614,1.0,269,184,0,0,453,speed_change,37
video_similarity,multimodal,none,1.0,1.0,0.0,0.8995726495726496,0.8498402555910544,1.0,266,47,155,0,468,audio_noise,37
video_similarity,multimodal,none,0.8703537841468876,0.873547917605413,0.4797979797979798,0.773067331670823,0.7978723404255319,0.7389162561576355,150,38,160,53,401,audio_replaced,37
video_similarity,multimodal,none,0.6275020140050815,0.7286772204270832,0.8838383838383839,0.5286259541984732,0.7548387096774194,0.3588957055214724,117,38,160,209,524,cam_recording,37
video_similarity,multimodal,none,0.9975104895104896,0.9983206341719759,0.00909090909090909,0.9137614678899083,0.8736559139784946,1.0,325,47,173,0,545,clean_copy,37
video_similarity,multimodal,none,0.6232862375719519,0.7069428365244999,0.8871794871794871,0.556237218813906,0.72,0.42857142857142855,126,49,146,168,489,crop_overlay,37
video_similarity,multimodal,none,,,,0.2619718309859155,0.0,0.0,0,524,186,0,710,hard_negative_same_topic,37
video_similarity,multimodal,none,0.5973103185331531,0.7290467721796119,0.8700564971751412,0.4850894632206759,0.7161290322580646,0.34049079754601225,111,44,133,215,503,partial_segment,37
video_similarity,multimodal,none,1.0,1.0,0.0,0.8427835051546392,0.7530364372469636,1.0,186,61,141,0,388,pitch_shift,37
video_similarity,multimodal,none,0.7772778766790743,0.8532122812867343,0.6972972972972973,0.7148362235067437,0.8321428571428572,0.6976047904191617,233,47,138,101,519,reencode,37
video_similarity,multimodal,none,0.7446460320025861,0.7811089633270629,0.7771739130434783,0.6313465783664459,0.7712765957446809,0.5390334572490706,145,43,141,124,453,speed_change,37
audio_similarity,multimodal,none,0.6473051440482395,0.7086373015363123,0.905940594059406,0.5854700854700855,0.7045454545454546,0.46616541353383456,124,52,150,142,468,audio_noise,37
audio_similarity,multimodal,none,0.39346668657013484,0.43197651932559894,0.9949494949494949,0.4463840399002494,0.38823529411764707,0.1625615763546798,33,52,146,170,401,audio_replaced,37
audio_similarity,multimodal,none,0.7545237652599615,0.8283791022616858,0.7575757575757576,0.6774809160305344,0.7773851590106007,0.6748466257668712,220,63,135,106,524,cam_recording,37
audio_similarity,multimodal,none,0.9947832167832169,0.996429105968741,0.031818181818181815,0.8880733944954129,0.8419689119170984,1.0,325,61,159,0,545,clean_copy,37
audio_similarity,multimodal,none,1.0,1.0,0.0,0.8997955010224948,0.8571428571428571,1.0,294,49,146,0,489,crop_overlay,37
audio_similarity,multimodal,none,,,,0.20704225352112676,0.0,0.0,0,563,147,0,710,hard_negative_same_topic,37
audio_similarity,multimodal,none,0.6432359363626912,0.7509011064093672,0.864406779661017,0.5447316103379721,0.793939393939394,0.401840490797546,131,34,143,195,503,partial_segment,37
audio_similarity,multimodal,none,0.7090120302352816,0.6748120355653411,0.7574257425742574,0.6520618556701031,0.6645161290322581,0.553763440860215,103,52,150,83,388,pitch_shift,37
audio_similarity,multimodal,none,1.0,1.0,0.0,0.8959537572254336,0.8608247422680413,1.0,334,54,131,0,519,reencode,37
audio_similarity,multimodal,none,0.7380394375303054,0.8022740258920397,0.8043478260869565,0.6644591611479028,0.7799043062200957,0.6059479553903345,163,46,138,106,453,speed_change,37
early_fusion_similarity,multimodal,none,0.9986972381448671,0.9990163312223151,0.009900990099009901,0.9423076923076923,0.9078498293515358,1.0,266,27,175,0,468,audio_noise,37
early_fusion_similarity,multimodal,none,0.7146091456436284,0.673533330779108,0.696969696969697,0.5860349127182045,0.7402597402597403,0.28078817733990147,57,20,178,146,401,audio_replaced,37
early_fusion_similarity,multimodal,none,0.7579010968581521,0.8335236422667528,0.7525252525252525,0.6030534351145038,0.8554216867469879,0.43558282208588955,142,24,174,184,524,cam_recording,37
early_fusion_similarity,multimodal,none,0.9999020979020979,0.9999335495973142,0.0,0.9614678899082569,0.9393063583815029,1.0,325,21,199,0,545,clean_copy,37
early_fusion_similarity,multimodal,none,0.9991278562707134,0.9994278267220941,0.005128205128205128,0.950920245398773,0.9245283018867925,1.0,294,24,171,0,489,crop_overlay,37
early_fusion_similarity,multimodal,none,,,,0.21830985915492956,0.0,0.0,0,555,155,0,710,hard_negative_same_topic,37
early_fusion_similarity,multimodal,none,0.6657654847318984,0.7749481234599876,0.903954802259887,0.4731610337972167,0.8210526315789474,0.2392638036809816,78,17,160,248,503,partial_segment,37
early_fusion_similarity,multimodal,none,0.9985361439369744,0.998466041079267,0.0049504950495049506,0.9381443298969072,0.8857142857142857,1.0,186,24,178,0,388,pitch_shift,37
early_fusion_similarity,multimodal,none,0.9963100825376274,0.9977996823339039,0.010810810810810811,0.9460500963391136,0.9226519337016574,1.0,334,28,157,0,519,reencode,37
early_fusion_similarity,multimodal,none,0.816631647001778,0.853295389267911,0.6141304347826086,0.6401766004415012,0.8397435897435898,0.48698884758364314,131,25,159,138,453,speed_change,37
fedavg_plain,multimodal,none,1.0,1.0,0.0,0.9935897435897436,0.9888475836431226,1.0,266,3,199,0,468,audio_noise,37
