method,ledger_type,receipts_mean,verification_success_mean,mean_receipt_latency_sec_mean,ledger_bytes_mean,receipts_std,verification_success_std,mean_receipt_latency_sec_std,ledger_bytes_std
fedavg_secureagg,hashchain,250.0,1.0,9.689486275116602e-06,246614.0,0.0,0.0,4.94232892910338e-07,12.0
