method,ledger_type,receipts_mean,verification_success_mean,mean_receipt_latency_sec_mean,ledger_bytes_mean,receipts_std,verification_success_std,mean_receipt_latency_sec_std,ledger_bytes_std
fedavg_secureagg,hashchain,250.0,1.0,2.0821161568164825e-05,246630.0,0.0,0.0,2.2553888851697498e-07,17.435595774162696
