method,group,roc_auc_mean,roc_auc_std,pr_auc_mean,pr_auc_std,fpr_at_95_recall_mean,fpr_at_95_recall_std,accuracy_mean,accuracy_std,precision_mean,precision_std,recall_mean,recall_std,tp_mean,tp_std,fp_mean,fp_std,tn_mean,tn_std,fn_mean,fn_std,n_mean,n_std,seed_mean,seed_std
all fields,ablation,0.8164374222222222,0.012120997126324775,0.8325712985594169,0.010479866858943532,0.6979555555555556,0.018018426782150068,0.7256888888888889,0.007807783391045178,0.8380049738525542,0.01708952001726232,0.5597333333333333,0.0036098630321814867,4198.0,27.073972741361768,812.6666666666666,100.20146372849717,6687.333333333333,100.20146372849703,3302.0,27.073972741361768,15000.0,0.0,36.333333333333336,5.033222956847165
all fields minus context,ablation,0.8582783111111111,0.011898259264542934,0.863051293613732,0.011559868878028496,0.5692444444444444,0.028339946940539495,0.7566,0.008140707040000254,0.851004607753338,0.015343365241347476,0.6222666666666666,0.006017751518078251,4667.0,45.13313638558703,818.0,96.1613227862429,6682.0,96.1613227862429,2833.0,45.13313638558703,15000.0,0.0,36.333333333333336,5.033222956847165
audio only,ablation,0.8047936355555555,0.005319826241261545,0.8137793575657422,0.007024950954291423,0.6734222222222223,0.014554927891471198,0.714111111111111,0.002248291532434097,0.7961116349039798,0.008519350333189943,0.5757777777777777,0.004472798444589932,4318.333333333333,33.545988334424464,1106.6666666666667,67.24086059334256,6393.333333333333,67.24086059334246,3181.6666666666665,33.545988334424266,15000.0,0.0,36.333333333333336,5.033222956847165
default invariant,ablation,0.8976804503703703,0.01327808282679339,0.8988994448683593,0.01284534015780436,0.4458666666666667,0.041631398407131794,0.8003777777777777,0.012411882001324913,0.8785568919979855,0.014935671019640866,0.697111111111111,0.013984329854572309,5228.333333333333,104.88247390929197,722.6666666666666,88.7374404258616,6777.333333333333,88.73744042586145,2271.6666666666665,104.88247390929213,15000.0,0.0,36.333333333333336,5.033222956847165
linear all fields,ablation,0.8223688533333333,0.013208148313224683,0.8362206972613425,0.011284313440122798,0.6782222222222223,0.02034385884223026,0.7315555555555555,0.008762631094808368,0.8327846613022167,0.01640441157294797,0.5796,0.005267932337370245,4347.0,39.50949253027682,873.6666666666666,96.83663218706718,6626.333333333333,96.83663218706704,3153.0,39.50949253027682,15000.0,0.0,36.333333333333336,5.033222956847165
remove poly2 interactions,ablation,0.8223688533333333,0.013208148313224683,0.8362206972613425,0.011284313440122798,0.6782222222222223,0.02034385884223026,0.7315555555555555,0.008762631094808368,0.8327846613022167,0.01640441157294797,0.5796,0.005267932337370245,4347.0,39.50949253027682,873.6666666666666,96.83663218706718,6626.333333333333,96.83663218706704,3153.0,39.50949253027682,15000.0,0.0,36.333333333333336,5.033222956847165
remove reliability,ablation,0.8188681777777779,0.014656261791365033,0.8404663880926826,0.012656938228613674,0.7562666666666665,0.013430975806363083,0.7367555555555555,0.009938775541245419,0.8570110512161212,0.016834681846293317,0.5684,0.008945265662783768,4263.0,67.08949247087803,711.6666666666666,88.63595959503873,6788.333333333333,88.63595959503857,3237.0,67.08949247087803,15000.0,0.0,36.333333333333336,5.033222956847165
score only,ablation,0.8991032948148149,0.013323478270001712,0.9001153253639176,0.013240303071313209,0.4452,0.03660163930755014,0.7998888888888889,0.01318354754707263,0.8798456385195054,0.016770439423425335,0.6946666666666667,0.014681204915734176,5210.0,110.10903686800643,711.6666666666666,101.6579231212862,6788.333333333333,101.65792312128606,2290.0,110.10903686800643,15000.0,0.0,36.333333333333336,5.033222956847165
visual+temporal,ablation,0.8844123555555555,0.01673300349501927,0.8822373196439117,0.017241695783629288,0.4719111111111111,0.0426108662893155,0.7807111111111111,0.015748062785037455,0.8599671876172791,0.01871349625171268,0.6705777777777778,0.01792643403014203,5029.333333333333,134.4482552260657,818.6666666666666,106.85192245969812,6681.333333333333,106.85192245969796,2470.6666666666665,134.44825522606587,15000.0,0.0,36.333333333333336,5.033222956847165
