ledger_type,schema_version,example_schema_version,receipts_mean,receipts_std,verification_success_mean,verification_success_std,signature_verification_success_mean,signature_verification_success_std,tamper_detection_success_mean,tamper_detection_success_std,mean_receipt_latency_sec_mean,mean_receipt_latency_sec_std,ledger_bytes_mean,ledger_bytes_std,seed_mean,seed_std,example_signature_len_mean,example_signature_len_std
hashchain,fedtwin-cryptid-receipt-v2,fedtwin-cryptid-receipt-v2,1000.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,8.819399091104666e-06,1.286987240326448e-06,1403485.3333333333,47.38494838376273,36.333333333333336,5.033222956847165,128.0,0.0
