attack,setting,seed_mean,seed_std,value_mean,value_std
client_identity_balanced_accuracy,all fields,36.333333333333336,5.033222956847165,1.0,0.0
client_identity_balanced_accuracy,context removed,36.333333333333336,5.033222956847165,0.10361450546084959,0.002855485087379284
client_identity_balanced_accuracy,default invariant,36.333333333333336,5.033222956847165,0.0987119079998523,0.00018564349835958595
confidence_membership_auc,default invariant head,36.333333333333336,5.033222956847165,0.5483980392592592,0.004800949656664643
