method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,accuracy,precision,recall,tp,fp,tn,fn,n,client_id,seed
fedprox_plain,multimodal,none,0.9980796281572992,0.9982460814567873,0.005076142131979695,0.9555006180469716,0.9220489977728286,0.9975903614457832,414,35,359,1,809,3,41
fedprox_plain,multimodal,none,0.997637705362623,0.997629904416071,0.007772020725388601,0.9786381842456608,0.9727520435967303,0.9834710743801653,357,10,376,6,749,4,41
fedprox_plain,multimodal,none,0.9991750776397516,0.9992336133233268,0.0,0.9626168224299065,0.9352941176470588,0.99375,318,22,300,2,642,5,41
fedprox_plain,multimodal,none,0.9956661910047038,0.9961068214242923,0.029649595687331536,0.9525032092426188,0.9264367816091954,0.9877450980392157,403,32,339,5,779,6,41
fedprox_plain,multimodal,none,0.9948117502142245,0.9946651878684001,0.028277634961439587,0.9366106080206986,0.888631090487239,0.9973958333333334,383,48,341,1,773,7,41
fedavg_secureagg,multimodal,none,0.9945580663615561,0.9944291701101962,0.04473684210526316,0.9090909090909091,0.8440366972477065,1.0,368,68,312,0,748,0,41
fedavg_secureagg,multimodal,none,0.9978382429238484,0.9977744821287124,0.004784688995215311,0.978391356542617,0.9925558312655087,0.963855421686747,400,3,415,15,833,1,41
fedavg_secureagg,multimodal,none,0.9989476524554776,0.9988610101656433,0.0058823529411764705,0.9790104947526237,0.9589442815249267,1.0,327,14,326,0,667,2,41
fedavg_secureagg,multimodal,none,0.9980796281572992,0.9982460814567873,0.005076142131979695,0.9555006180469716,0.9220489977728286,0.9975903614457832,414,35,359,1,809,3,41
fedavg_secureagg,multimodal,none,0.997637705362623,0.997629904416071,0.007772020725388601,0.9786381842456608,0.9727520435967303,0.9834710743801653,357,10,376,6,749,4,41
fedavg_secureagg,multimodal,none,0.9991750776397516,0.9992336133233268,0.0,0.9626168224299065,0.9352941176470588,0.99375,318,22,300,2,642,5,41
fedavg_secureagg,multimodal,none,0.9957322551662173,0.9961542867745865,0.029649595687331536,0.9525032092426188,0.9264367816091954,0.9877450980392157,403,32,339,5,779,6,41
fedavg_secureagg,multimodal,none,0.9948117502142245,0.9946626793744529,0.028277634961439587,0.9366106080206986,0.888631090487239,0.9973958333333334,383,48,341,1,773,7,41
fedavg_heagg,multimodal,none,0.9945580663615561,0.9944291701101962,0.04473684210526316,0.9090909090909091,0.8440366972477065,1.0,368,68,312,0,748,0,41
fedavg_heagg,multimodal,none,0.9978382429238484,0.9977744821287124,0.004784688995215311,0.978391356542617,0.9925558312655087,0.963855421686747,400,3,415,15,833,1,41
fedavg_heagg,multimodal,none,0.9989476524554776,0.9988610101656433,0.0058823529411764705,0.9790104947526237,0.9589442815249267,1.0,327,14,326,0,667,2,41
fedavg_heagg,multimodal,none,0.9980796281572992,0.9982460814567873,0.005076142131979695,0.9555006180469716,0.9220489977728286,0.9975903614457832,414,35,359,1,809,3,41
fedavg_heagg,multimodal,none,0.997637705362623,0.997629904416071,0.007772020725388601,0.9786381842456608,0.9727520435967303,0.9834710743801653,357,10,376,6,749,4,41
fedavg_heagg,multimodal,none,0.9991750776397516,0.9992336133233268,0.0,0.9626168224299065,0.9352941176470588,0.99375,318,22,300,2,642,5,41
fedavg_heagg,multimodal,none,0.9957322551662173,0.9961542867745865,0.029649595687331536,0.9525032092426188,0.9264367816091954,0.9877450980392157,403,32,339,5,779,6,41
fedavg_heagg,multimodal,none,0.9948117502142245,0.9946626793744529,0.028277634961439587,0.9366106080206986,0.888631090487239,0.9973958333333334,383,48,341,1,773,7,41
