mode,encryption_time_sec,aggregation_time_sec,plain_bytes,protected_bytes,ciphertext_expansion,protocol_scope,active_clients,dropped_clients,max_abs_error_vs_plain,round,method,privacy_mode,mean_client_loss,dropout_rate_requested,seed
plain,1.2000018614344299e-06,1.5400000847876072e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,35,fedavg,plain,0.3566249622476062,0.0,31
plain,1.500004145782441e-06,1.7799997294787318e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,36,fedavg,plain,0.3564302322827142,0.0,31
plain,1.600004907231778e-06,2.570000651758164e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,37,fedavg,plain,0.3562455875711684,0.0,31
plain,1.4999968698248267e-06,1.8900005670730025e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,38,fedavg,plain,0.3560702543908973,0.0,31
plain,1.400003384333104e-06,1.7899998056236655e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,39,fedavg,plain,0.3559035325114322,0.0,31
plain,1.2999953469261527e-06,1.6500001947861165e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,40,fedavg,plain,0.3557447869008602,0.0,31
plain,1.8999999156221747e-06,1.8300001102034003e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,1,fedprox,plain,0.4438866427478344,0.0,31
plain,1.1000010999850929e-06,1.5499994333367795e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,2,fedprox,plain,0.4082580498515244,0.0,31
plain,1.2000018614344299e-06,1.4999997802078724e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,3,fedprox,plain,0.3959920173109046,0.0,31
plain,1.4999968698248267e-06,1.6199999663513154e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,4,fedprox,plain,0.38919910158912485,0.0,31
plain,1.2999953469261527e-06,1.5100005839485675e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,5,fedprox,plain,0.384508936981456,0.0,31
plain,1.400003384333104e-06,1.5799996617715806e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,6,fedprox,plain,0.38090031998611795,0.0,31
plain,1.3000026228837669e-06,1.4900004316587001e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,7,fedprox,plain,0.3779696624520082,0.0,31
plain,1.1000010999850929e-06,1.4700002793688327e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,8,fedprox,plain,0.3755189260727027,0.0,31
plain,1.2000018614344299e-06,1.4800003555137664e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,9,fedprox,plain,0.3734323646238117,0.0,31
plain,1.2000018614344299e-06,1.5099998563528061e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,10,fedprox,plain,0.3716333836042339,0.0,31
plain,1.2999953469261527e-06,1.4900004316587001e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,11,fedprox,plain,0.37006714384946265,0.0,31
plain,1.1000010999850929e-06,1.4899997040629387e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,12,fedprox,plain,0.36869245664368333,0.0,31
plain,1.2000018614344299e-06,1.4599994756281376e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,13,fedprox,plain,0.3674774418421204,0.0,31
plain,1.2000018614344299e-06,1.8699996871873736e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,14,fedprox,plain,0.3663969135473056,0.0,31
plain,1.1999945854768157e-06,3.01000036415644e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,15,fedprox,plain,0.36543066685477654,0.0,31
plain,1.2999953469261527e-06,1.4900004316587001e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,16,fedprox,plain,0.3645622902433023,0.0,31
plain,1.3000026228837669e-06,1.6099998902063817e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,17,fedprox,plain,0.36377831160750673,0.0,31
plain,1.400003384333104e-06,1.799999881768599e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,18,fedprox,plain,0.36306756860464867,0.0,31
plain,1.4999968698248267e-06,1.7700003809295595e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,19,fedprox,plain,0.36242073565938415,0.0,31
plain,1.2000018614344299e-06,2.0200001017656177e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,20,fedprox,plain,0.361829963266649,0.0,31
plain,1.3999961083754897e-06,1.750000228639692e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,21,fedprox,plain,0.36128859936490965,0.0,31
plain,1.3000026228837669e-06,1.679999695625156e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,22,fedprox,plain,0.36079097163135765,0.0,31
plain,1.2000018614344299e-06,1.7700003809295595e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,23,fedprox,plain,0.36033221561190276,0.0,31
plain,1.2000018614344299e-06,1.68999977177009e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,24,fedprox,plain,0.3599081377525134,0.0,31
plain,1.2999953469261527e-06,1.4999997802078724e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,25,fedprox,plain,0.3595151053000523,0.0,31
plain,1.2999953469261527e-06,1.840000186348334e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,26,fedprox,plain,0.3591499570992086,0.0,31
plain,1.3999961083754897e-06,1.7800004570744932e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,27,fedprox,plain,0.35880993079220835,0.0,31
plain,1.500004145782441e-06,1.8399994587525725e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,28,fedprox,plain,0.3584926030053469,0.0,31
plain,1.2999953469261527e-06,1.6099998902063817e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,29,fedprox,plain,0.3581958398996938,0.0,31
plain,1.2999953469261527e-06,1.5899997379165143e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,30,fedprox,plain,0.3579177560538295,0.0,31
plain,1.3000026228837669e-06,1.5700003132224083e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,31,fedprox,plain,0.3576566800905639,0.0,31
plain,1.600004907231778e-06,1.8100006855092943e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,32,fedprox,plain,0.3574111257967768,0.0,31
plain,1.500004145782441e-06,1.8900005670730025e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,33,fedprox,plain,0.35717976774387505,0.0,31
plain,1.4999968698248267e-06,1.870000414783135e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,34,fedprox,plain,0.35696142061596453,0.0,31
plain,1.500004145782441e-06,2.1400002879090607e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,35,fedprox,plain,0.35675502160827804,0.0,31
plain,1.3999961083754897e-06,1.7800004570744932e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,36,fedprox,plain,0.356559615380317,0.0,31
plain,1.600004907231778e-06,1.8799997633323073e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,37,fedprox,plain,0.3563743411444614,0.0,31
plain,1.3000026228837669e-06,1.6600002709310502e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,38,fedprox,plain,0.3561984215473203,0.0,31
plain,1.4999968698248267e-06,1.5600002370774746e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,39,fedprox,plain,0.3560311530622811,0.0,31
plain,1.3000026228837669e-06,1.550000160932541e-05,1680,1680,1.0,plain weighted averaging,10,0,0.0,40,fedprox,plain,0.3558718976608969,0.0,31
secureagg_sim,0.0005531999995582737,1.0399999155197293e-05,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.6272387043668743e-15,1,fedavg,secureagg_sim,0.4431948535820743,0.0,31
secureagg_sim,0.0005151999939698726,8.800001523923129e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.903127820947816e-15,2,fedavg,secureagg_sim,0.407857859284936,0.0,31
secureagg_sim,0.0005074000000604428,9.899995347950608e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,4.56926163572291e-15,3,fedavg,secureagg_sim,0.395696146661061,0.0,31
secureagg_sim,0.0004678999976022169,7.700000423938036e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,2.615963001773025e-15,4,fedavg,secureagg_sim,0.3889445111324411,0.0,31
secureagg_sim,0.0005369999998947605,1.0900002962443978e-05,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.5414379762066517e-15,5,fedavg,secureagg_sim,0.3842748139864293,0.0,31
secureagg_sim,0.0004726000042865053,7.799993909429759e-06,1680,3360,2.0,pairwise-mask and dropout-reconstruction arithmetic simulation; no network or collusion proof,10,0,3.3861802251067274e-15,6,fedavg,secureagg_sim,0.3806790585299923,0.0,31
