round,method,privacy_mode,mean_client_loss,mode,encryption_time_sec,aggregation_time_sec,plain_bytes,protected_bytes,ciphertext_expansion,seed
29,fedprox,plain,0.2914655568021062,plain,1.101568341255188e-05,6.288895383477211e-05,1680,1680,1.0,37
30,fedprox,plain,0.2912696586907313,plain,1.3262033462524414e-05,6.413506343960762e-05,1680,1680,1.0,37
31,fedprox,plain,0.2910884717529569,plain,1.0520219802856445e-05,6.279908120632172e-05,1680,1680,1.0,37
32,fedprox,plain,0.2909204684337029,plain,9.838957339525223e-06,6.235809996724129e-05,1680,1680,1.0,37
33,fedprox,plain,0.29076430077520005,plain,9.856652468442917e-06,0.0006638308987021446,1680,1680,1.0,37
34,fedprox,plain,0.29061877643443773,plain,9.887851774692535e-06,6.429478526115417e-05,1680,1680,1.0,37
35,fedprox,plain,0.29048283842504535,plain,1.1260155588388443e-05,6.604613736271858e-05,1680,1680,1.0,37
36,fedprox,plain,0.2903555479037812,plain,1.0349322110414505e-05,6.320513784885406e-05,1680,1680,1.0,37
37,fedprox,plain,0.29023606946582897,plain,1.0489020496606827e-05,6.331596523523331e-05,1680,1680,1.0,37
38,fedprox,plain,0.29012365852270205,plain,1.0360032320022583e-05,6.277114152908325e-05,1680,1680,1.0,37
39,fedprox,plain,0.290017650420745,plain,1.1317897588014603e-05,6.502494215965271e-05,1680,1680,1.0,37
40,fedprox,plain,0.28991745102347755,plain,1.072324812412262e-05,6.22686930000782e-05,1680,1680,1.0,37
1,fedavg,secureagg,0.40831766860380175,secureagg,1.2663193047046661e-05,6.913114339113235e-05,1680,3360,2.0,37
2,fedavg,secureagg,0.3617550687530821,secureagg,1.410720869898796e-05,7.587438449263573e-05,1680,3360,2.0,37
3,fedavg,secureagg,0.3410489418010108,secureagg,1.4194753021001816e-05,7.431022822856903e-05,1680,3360,2.0,37
4,fedavg,secureagg,0.32904362712093727,secureagg,1.1655036360025406e-05,6.623798981308937e-05,1680,3360,2.0,37
5,fedavg,secureagg,0.3211676566199596,secureagg,1.1886004358530045e-05,6.323400884866714e-05,1680,3360,2.0,37
6,fedavg,secureagg,0.31560677755837696,secureagg,1.141335815191269e-05,6.258022040128708e-05,1680,3360,2.0,37
7,fedavg,secureagg,0.3114774304418006,secureagg,1.3791956007480621e-05,7.527600973844528e-05,1680,3360,2.0,37
8,fedavg,secureagg,0.30829382599830557,secureagg,1.2200791388750076e-05,7.014069706201553e-05,1680,3360,2.0,37
9,fedavg,secureagg,0.30576660649211623,secureagg,1.2184958904981613e-05,6.902916356921196e-05,1680,3360,2.0,37
10,fedavg,secureagg,0.3037131275692211,secureagg,1.3886019587516785e-05,7.70282931625843e-05,1680,3360,2.0,37
11,fedavg,secureagg,0.3020127730544739,secureagg,1.3767275959253311e-05,7.477402687072754e-05,1680,3360,2.0,37
12,fedavg,secureagg,0.30058287401758477,secureagg,1.1780299246311188e-05,7.540779188275337e-05,1680,3360,2.0,37
13,fedavg,secureagg,0.2993649467006015,secureagg,1.4149583876132965e-05,9.171711280941963e-05,1680,3360,2.0,37
14,fedavg,secureagg,0.2983164580126866,secureagg,1.1933036148548126e-05,8.72868113219738e-05,1680,3360,2.0,37
15,fedavg,secureagg,0.2974057103415307,secureagg,1.2464821338653564e-05,8.546700701117516e-05,1680,3360,2.0,37
16,fedavg,secureagg,0.29660856188877677,secureagg,1.1526048183441162e-05,9.594112634658813e-05,1680,3360,2.0,37
17,fedavg,secureagg,0.29590626528237396,secureagg,2.4055596441030502e-05,6.811320781707764e-05,1680,3360,2.0,37
18,fedavg,secureagg,0.29528400798666005,secureagg,1.60890631377697e-05,6.868317723274231e-05,1680,3360,2.0,37
19,fedavg,secureagg,0.29472990467712973,secureagg,1.1777039617300034e-05,0.00016917986795306206,1680,3360,2.0,37
20,fedavg,secureagg,0.2942342874481587,secureagg,1.2116041034460068e-05,7.389672100543976e-05,1680,3360,2.0,37
