method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,accuracy,precision,recall,tp,fp,tn,fn,n,client_id,seed
fedprox_plain,multimodal,none,0.9905271398747392,0.9901635440444242,0.05010438413361169,0.9457768508863399,0.9083969465648855,0.9916666666666667,476,48,431,4,959,7,37
fedavg_secureagg,multimodal,none,0.9864272166903746,0.985752128490506,0.06418918918918919,0.8932874354561101,0.8231884057971014,0.9964912280701754,284,61,235,1,581,0,37
fedavg_secureagg,multimodal,none,0.9908838790481302,0.9926010012691443,0.02318840579710145,0.9611360239162929,0.9901315789473685,0.9290123456790124,301,3,342,23,669,1,37
fedavg_secureagg,multimodal,none,0.9988945965277326,0.9990340247529608,0.005917159763313609,0.99002849002849,0.989041095890411,0.9917582417582418,361,4,334,3,702,2,37
fedavg_secureagg,multimodal,none,0.9938041632263996,0.9938534411052162,0.02557544757033248,0.9300518134715026,0.8847058823529412,0.9868766404199475,376,49,342,5,772,3,37
fedavg_secureagg,multimodal,none,0.9914288142383663,0.9939503102015698,0.006968641114982578,0.9738675958188153,0.9689655172413794,0.9790940766550522,281,9,278,6,574,4,37
fedavg_secureagg,multimodal,none,0.9962670583195644,0.997051247151379,0.00954653937947494,0.9774520856820744,0.9666666666666667,0.9914529914529915,464,16,403,4,887,5,37
fedavg_secureagg,multimodal,none,0.9969326662839335,0.9966614203877691,0.017977528089887642,0.9766355140186916,0.9578454332552693,0.9951338199513382,409,18,427,2,856,6,37
fedavg_secureagg,multimodal,none,0.99053583855254,0.9901703147084909,0.05010438413361169,0.9457768508863399,0.9083969465648855,0.9916666666666667,476,48,431,4,959,7,37
fedavg_heagg,multimodal,none,0.9864272166903746,0.985752128490506,0.06418918918918919,0.8932874354561101,0.8231884057971014,0.9964912280701754,284,61,235,1,581,0,37
fedavg_heagg,multimodal,none,0.9908838790481302,0.9926010012691443,0.02318840579710145,0.9611360239162929,0.9901315789473685,0.9290123456790124,301,3,342,23,669,1,37
fedavg_heagg,multimodal,none,0.9988945965277326,0.9990340247529608,0.005917159763313609,0.99002849002849,0.989041095890411,0.9917582417582418,361,4,334,3,702,2,37
fedavg_heagg,multimodal,none,0.9938041632263996,0.9938534411052162,0.02557544757033248,0.9300518134715026,0.8847058823529412,0.9868766404199475,376,49,342,5,772,3,37
fedavg_heagg,multimodal,none,0.9914288142383663,0.9939503102015698,0.006968641114982578,0.9738675958188153,0.9689655172413794,0.9790940766550522,281,9,278,6,574,4,37
fedavg_heagg,multimodal,none,0.9962670583195644,0.997051247151379,0.00954653937947494,0.9774520856820744,0.9666666666666667,0.9914529914529915,464,16,403,4,887,5,37
fedavg_heagg,multimodal,none,0.9969326662839335,0.9966614203877691,0.017977528089887642,0.9766355140186916,0.9578454332552693,0.9951338199513382,409,18,427,2,856,6,37
fedavg_heagg,multimodal,none,0.99053583855254,0.9901703147084909,0.05010438413361169,0.9457768508863399,0.9083969465648855,0.9916666666666667,476,48,431,4,959,7,37
fedavgft_plain,multimodal,none,0.9864153627311522,0.9857608023668554,0.06418918918918919,0.9036144578313253,0.8377581120943953,0.9964912280701754,284,55,241,1,581,0,37
fedavgft_plain,multimodal,none,0.9908838790481302,0.9926010012691443,0.02318840579710145,0.9626307922272048,0.9838187702265372,0.9382716049382716,304,5,340,20,669,1,37
fedavgft_plain,multimodal,none,0.9989027244944404,0.9990466204407353,0.0,0.99002849002849,0.989041095890411,0.9917582417582418,361,4,334,3,702,2,37
fedavgft_plain,multimodal,none,0.9936430580448544,0.9936952278102851,0.02557544757033248,0.9326424870466321,0.8888888888888888,0.9868766404199475,376,47,344,5,772,3,37
fedavgft_plain,multimodal,none,0.9914045332588716,0.9939437448396024,0.006968641114982578,0.9703832752613241,0.9623287671232876,0.9790940766550522,281,11,276,6,574,4,37
fedavgft_plain,multimodal,none,0.9962772576137732,0.9970510461412628,0.00954653937947494,0.9774520856820744,0.9666666666666667,0.9914529914529915,464,16,403,4,887,5,37
fedavgft_plain,multimodal,none,0.9969107958118046,0.9966390717612761,0.017977528089887642,0.977803738317757,0.960093896713615,0.9951338199513382,409,17,428,2,856,6,37
fedavgft_plain,multimodal,none,0.990366214335421,0.9899824491418667,0.054279749478079335,0.9530761209593326,0.9206963249516441,0.9916666666666667,476,41,438,4,959,7,37
fedavg_plain,multimodal,none,0.9846753432494278,0.9864677181291681,0.08421052631578947,0.8770053475935828,0.8066666666666666,0.9864130434782609,363,87,293,5,748,0,41
fedavg_plain,multimodal,none,0.9977287138986568,0.9978233002058301,0.004784688995215311,0.9795918367346939,0.9877450980392157,0.9710843373493976,403,5,413,12,833,1,41
fedavg_plain,multimodal,none,0.9984979312826049,0.9983645776008196,0.008823529411764706,0.9835082458770614,0.9674556213017751,1.0,327,11,329,0,667,2,41
fedavg_plain,multimodal,none,0.9957128004403399,0.9959426311363844,0.015228426395939087,0.9258343634116193,0.8736842105263158,1.0,415,60,334,0,809,3,41
fedavg_plain,multimodal,none,0.9973736422158465,0.997573936919216,0.0025906735751295338,0.9759679572763685,0.9649595687331537,0.9862258953168044,358,13,373,5,749,4,41
fedavg_plain,multimodal,none,0.9974864130434783,0.9974986424808712,0.009316770186335404,0.9641744548286605,0.9406528189910979,0.990625,317,20,302,3,642,5,41
