method,modality,privacy_mode,roc_auc,pr_auc,fpr_at_95_recall,brier,ece_15,accuracy,precision,recall,tp,fp,tn,fn,n,client_id,seed
fedavg_quantized_transport_proxy,multimodal,none,0.9386324786324787,0.9064482728602232,0.23931623931623933,0.09707554151563945,0.04649631362360865,0.8755760368663594,0.8686868686868687,0.86,86,13,104,14,217,6,37
fedavg_quantized_transport_proxy,multimodal,none,0.8961364293284517,0.9037696869831,0.5700934579439252,0.1325575445380279,0.08211533616934245,0.7843137254901961,0.8533333333333334,0.6597938144329897,64,11,96,33,204,7,37
fedavg_quantized_transport_proxy,multimodal,none,0.83399209486166,0.752171466129689,0.48484848484848486,0.19165105198592736,0.17906711309656922,0.7142857142857143,0.7692307692307693,0.43478260869565216,10,3,30,13,56,8,37
fedavg_quantized_transport_proxy,multimodal,none,0.9491341991341992,0.9561747863175676,0.2987012987012987,0.13022759994768068,0.14504293302354712,0.8074534161490683,0.9491525423728814,0.6666666666666666,56,3,74,28,161,9,37
fedavg_plain,multimodal,none,0.863961038961039,0.8709829597239478,0.5378787878787878,0.15583526150483148,0.08483134948913157,0.7610294117647058,0.8151260504201681,0.6928571428571428,97,22,110,43,272,0,41
fedavg_plain,multimodal,none,0.75,0.8583333333333332,0.75,0.20152181789176193,0.2948123176388479,0.6666666666666666,0.75,0.6,3,1,3,2,9,1,41
fedavg_plain,multimodal,none,1.0,1.0,0.0,0.14356993929599088,0.26264785062731755,0.6666666666666666,0.5,1.0,1,1,1,0,3,2,41
fedavg_plain,multimodal,none,0.8368445692883895,0.8227849574885371,0.550561797752809,0.17481221709740363,0.1415354852661194,0.7567567567567568,0.8,0.7083333333333334,68,17,72,28,185,3,41
fedavg_plain,multimodal,none,0.7486631016042781,0.7342232277526395,1.0,0.21678856534984667,0.162767240848826,0.6666666666666666,0.6666666666666666,0.47058823529411764,8,4,18,9,39,4,41
fedavg_plain,multimodal,none,0.9483573577092855,0.9513421932773553,0.27044025157232704,0.08629474048191482,0.037380646362867614,0.8875,0.8881987577639752,0.8881987577639752,143,18,141,18,320,5,41
fedavg_plain,multimodal,none,0.8959922430510666,0.8949013200108334,0.4065934065934066,0.13194910927086495,0.073241936862689,0.8011363636363636,0.7808988764044944,0.8176470588235294,139,39,143,31,352,6,41
fedavg_plain,multimodal,none,0.8960867265996827,0.9003838713966227,0.45161290322580644,0.14707052667904327,0.12368778230998943,0.8211382113821138,0.9333333333333333,0.6885245901639344,42,3,59,19,123,7,41
fedavg_plain,multimodal,none,0.927663734115347,0.9392085718819714,0.3484848484848485,0.11584882394765517,0.09672903322587396,0.859375,0.9782608695652174,0.7258064516129032,45,1,65,17,128,8,41
fedavg_plain,multimodal,none,0.8674266909561027,0.8748224462596831,0.5164835164835165,0.151685873738128,0.07368180373350353,0.7723577235772358,0.7845303867403315,0.7593582887700535,142,39,143,45,369,9,41
fedprox_plain,multimodal,none,0.8640151515151515,0.8710179707958252,0.5378787878787878,0.15582896900379553,0.08481302198963192,0.7610294117647058,0.8151260504201681,0.6928571428571428,97,22,110,43,272,0,41
